ASN00023753,18650101,PRCP,0,,,a,
ASN00078037,18650101,PRCP,0,,,a,
ASN00089000,18650101,PRCP,0,,,a,
HR000142360,18650101,PRCP,0,,,E,
ASN00086071,18650101,TMAX,239,,,a,
ASN00086071,18650101,TMIN,151,,,a,
ASN00086071,18650101,PRCP,0,,,a,
NLE00100499,18650101,PRCP,0,,,E,
ITE00100554,18650101,TMAX,12,,,E,
ITE00100554,18650101,TMIN,-6,,,E,
ITE00100554,18650101,PRCP,0,,,E,
ASN00021001,18650101,PRCP,0,,,a,
ASN00023078,18650101,PRCP,0,,,a,
ASN00019036,18650101,PRCP,0,,,a,
GM000004204,18650101,TMAX,-36,,,E,
GM000004204,18650101,TMIN,-74,,,E,
GM000004204,18650101,PRCP,0,,,E,
ASN00084016,18650101,PRCP,0,,,a,
ASN00090015,18650101,TMAX,222,,,a,
ASN00090015,18650101,TMIN,122,,,a,
ASN00026020,18650101,PRCP,3,,,a,
ASN00021010,18650101,PRCP,0,,,a,
EIE00101859,18650101,TMAX,22,,I,E,
EIE00101859,18650101,TMIN,-6,,,E,
EIE00101859,18650101,PRCP,15,,,E,
ITE00105250,18650101,PRCP,22,,,E,
ASN00023000,18650101,PRCP,0,,,a,
HRE00105189,18650101,PRCP,25,,,E,
ITE00100552,18650101,PRCP,27,,,E,
CA006148100,18650101,PRCP,0,,,C,
CA006148100,18650101,SNOW,0,,,C,
SF000208660,18650101,PRCP,0,,,I,
UK000056225,18650101,TMAX,16,,,I,
UK000056225,18650101,TMIN,-72,,,I,
ASN00021011,18650101,PRCP,0,,,a,
NLE00100498,18650101,PRCP,0,,,E,
ITE00100553,18650101,PRCP,0,,,E,
ITE00100550,18650101,TMAX,20,,,E,
ITE00100550,18650101,TMIN,-30,,,E,
ITE00100550,18650101,PRCP,0,,,E,
ASN00024518,18650101,PRCP,0,,,a,
USC00361920,18650101,PRCP,0,,,F,
CA006158350,18650101,TMAX,-50,,,C,
CA006158350,18650101,TMIN,-156,,,C,
CA006158350,18650101,PRCP,0,T,,C,
CA006158350,18650101,SNOW,0,T,,C,
ASN00022020,18650101,PRCP,0,,,a,
UK000047811,18650101,TMAX,30,,,E,
UK000047811,18650101,TMIN,-6,,,E,
UK000047811,18650101,PRCP,0,,,E,
SZ000006717,18650101,TMAX,-83,,,G,
SZ000006717,18650101,TMIN,-123,,,G,
ASN00022018,18650101,PRCP,0,,,a,
AGE00135039,18650101,PRCP,0,,,E,
ASN00089049,18650101,PRCP,0,,,a,
ASN00023746,18650101,PRCP,0,,,a,
ASN00072001,18650101,PRCP,0,,,a,
EZE00100082,18650101,TMAX,-49,,,E,
EZE00100082,18650101,TMIN,-69,,,E,
EZE00100082,18650101,PRCP,0,,,E,
ASN00021014,18650101,PRCP,0,,,a,
ASN00081003,18650101,PRCP,0,,,a,
NLM00006310,18650101,PRCP,0,,,E,
ASN00074128,18650101,PRCP,0,,,a,
ASN00066062,18650101,TMAX,247,,,a,
ASN00066062,18650101,TMIN,172,,,a,
ASN00066062,18650101,PRCP,0,,,a,
AU000005901,18650101,TMAX,-28,,,E,
AU000005901,18650101,TMIN,-66,,,E,
USC00064757,18650101,PRCP,0,,,F,
ASN00026026,18650101,PRCP,0,,,a,
BE000006447,18650101,TMAX,-15,,,I,
BE000006447,18650101,TMIN,-42,,,I,
ASN00075048,18650101,PRCP,0,,,a,
ASN00023753,18650102,PRCP,0,,,a,
ASN00078037,18650102,PRCP,0,,,a,
ASN00089000,18650102,PRCP,0,,,a,
HR000142360,18650102,PRCP,5,,,E,
ASN00086071,18650102,TMAX,192,,,a,
ASN00086071,18650102,TMIN,122,,,a,
ASN00086071,18650102,PRCP,18,,,a,
NLE00100499,18650102,PRCP,4,,,E,
ITE00100554,18650102,TMAX,32,,,E,
ITE00100554,18650102,TMIN,-26,,,E,
ITE00100554,18650102,PRCP,0,,,E,
ASN00021001,18650102,PRCP,0,,,a,
ASN00023078,18650102,PRCP,0,,,a,
ASN00019036,18650102,PRCP,0,,,a,
GM000004204,18650102,TMAX,-63,,,E,
GM000004204,18650102,TMIN,-120,,,E,
GM000004204,18650102,PRCP,0,,,E,
ASN00084016,18650102,PRCP,0,,,a,
ASN00090015,18650102,TMAX,211,,,a,
ASN00090015,18650102,TMIN,117,,,a,
ASN00026020,18650102,PRCP,0,,,a,
ASN00021010,18650102,PRCP,0,,,a,
EIE00101859,18650102,TMAX,72,,,E,
EIE00101859,18650102,TMIN,0,,,E,
EIE00101859,18650102,PRCP,56,,,E,
ITE00105250,18650102,PRCP,43,,,E,
ASN00023000,18650102,PRCP,0,,,a,
HRE00105189,18650102,PRCP,55,,,E,
ITE00100552,18650102,PRCP,17,,,E,
CA006148100,18650102,TMAX,-39,,,C,
CA006148100,18650102,TMIN,-122,,,C,
CA006148100,18650102,PRCP,0,,,C,
CA006148100,18650102,SNOW,0,,,C,
SF000208660,18650102,PRCP,0,,,I,
UK000056225,18650102,TMAX,9,,,I,
UK000056225,18650102,TMIN,-28,,,I,
ASN00021011,18650102,PRCP,0,,,a,
NLE00100498,18650102,PRCP,0,,,E,
ITE00100553,18650102,PRCP,0,,,E,
ITE00100550,18650102,TMAX,29,,,E,
ITE00100550,18650102,TMIN,-13,,,E,
ITE00100550,18650102,PRCP,0,,,E,
ASN00024518,18650102,PRCP,0,,,a,
USC00361920,18650102,PRCP,0,,,F,
CA006158350,18650102,TMAX,-17,,,C,
CA006158350,18650102,TMIN,-89,,,C,
CA006158350,18650102,PRCP,0,T,,C,
CA006158350,18650102,SNOW,0,T,,C,
ASN00022020,18650102,PRCP,0,,,a,
UK000047811,18650102,TMAX,36,,,E,
UK000047811,18650102,TMIN,-10,,,E,
UK000047811,18650102,PRCP,21,,,E,
SZ000006717,18650102,TMAX,-80,,,G,
SZ000006717,18650102,TMIN,-123,,,G,
ASN00022018,18650102,PRCP,0,,,a,
AGE00135039,18650102,PRCP,430,,,E,
ASN00089049,18650102,PRCP,3,,,a,
ASN00023746,18650102,PRCP,0,,,a,
ASN00072001,18650102,PRCP,0,,,a,
EZE00100082,18650102,TMAX,-48,,,E,
EZE00100082,18650102,TMIN,-115,,,E,
EZE00100082,18650102,PRCP,13,,,E,
ASN00021014,18650102,PRCP,0,,,a,
ASN00081003,18650102,PRCP,0,,,a,
NLM00006310,18650102,PRCP,0,,,E,
ASN00074128,18650102,PRCP,0,,,a,
ASN00066062,18650102,TMAX,272,,,a,
ASN00066062,18650102,TMIN,184,,,a,
ASN00066062,18650102,PRCP,0,,,a,
AU000005901,18650102,TMAX,-20,,,E,
AU000005901,18650102,TMIN,-73,,,E,
USC00064757,18650102,PRCP,0,,,F,
ASN00026026,18650102,PRCP,0,,,a,
BE000006447,18650102,TMAX,-2,,,I,
BE000006447,18650102,TMIN,-93,,,I,
ASN00075048,18650102,PRCP,0,,,a,
ASN00023753,18650103,PRCP,0,,,a,
ASN00078037,18650103,PRCP,0,,,a,
ASN00089000,18650103,PRCP,0,,,a,
HR000142360,18650103,PRCP,0,,,E,
ASN00086071,18650103,TMAX,205,,,a,
ASN00086071,18650103,TMIN,113,,,a,
ASN00086071,18650103,PRCP,0,,,a,
NLE00100499,18650103,PRCP,17,,,E,
ITE00100554,18650103,TMAX,8,,,E,
ITE00100554,18650103,TMIN,-41,,,E,
ITE00100554,18650103,PRCP,0,,,E,
ASN00021001,18650103,PRCP,0,,,a,
ASN00023078,18650103,PRCP,0,,,a,
ASN00019036,18650103,PRCP,0,,,a,
GM000004204,18650103,TMAX,-19,,,E,
GM000004204,18650103,TMIN,-140,,,E,
GM000004204,18650103,PRCP,0,,,E,
ASN00084016,18650103,PRCP,0,,,a,
ASN00090015,18650103,TMAX,256,,,a,
ASN00090015,18650103,TMIN,150,,,a,
ASN00026020,18650103,PRCP,0,,,a,
ASN00021010,18650103,PRCP,0,,,a,
EIE00101859,18650103,TMAX,67,,,E,
EIE00101859,18650103,TMIN,17,,,E,
EIE00101859,18650103,PRCP,82,,,E,
ITE00105250,18650103,PRCP,1,,,E,
